entry_id	idx	text
十分|十分|shi2 fen1	4	absolutely
十分|十分|shi2 fen1	5	hundred percent
十分|十分|shi2 fen1	6	to divide into ten equal parts
千|千|qian1	0	thousand
千萬|千万|qian1 wan4	0	ten million
千萬|千万|qian1 wan4	1	countless
千萬|千万|qian1 wan4	2	many
千萬|千万|qian1 wan4	3	one must by all means
升|升|sheng1	0	to ascend; to rise
升|升|sheng1	1	to promote; to elevate
升|升|sheng1	2	liter
升|升|sheng1	3	unit of dry measure for grain (= one liter or one-tenth dou 斗[dou3])
半|半|ban4	0	half
半|半|ban4	1	semi-
半|半|ban4	2	incomplete
半|半|ban4	3	(after a number) and a half
協助|协助|xie2 zhu4	0	to provide assistance; to aid
協會|协会|xie2 hui4	0	an association
協會|协会|xie2 hui4	1	a society
協會|协会|xie2 hui4	2	CL:個|个[ge4],家[jia1]
協議|协议|xie2 yi4	0	agreement
協議|协议|xie2 yi4	1	pact
協議|协议|xie2 yi4	2	protocol
協議|协议|xie2 yi4	3	CL:項|项[xiang4]
南|南|na1	0	used in 南無|南无[na1 mo2]
南|南|na1	1	Taiwan pr. [na2]
南|南|nan2	0	south
南方|南方|nan2 fang1	0	south; southern direction
南方|南方|nan2 fang1	1	(in China) southern regions, often referring to areas south of the Yangtze River
博|博|bo2	0	(bound form) abundant; plentiful; extensive; wide
博|博|bo2	1	to win; to gain
博|博|bo2	2	to play; to gamble
博|博|bo2	3	learned; well-read
博|博|bo2	4	(bound form) doctoral degree (abbr. for 博士[bo2 shi4])
博|博|bo2	5	(bound form) blog (abbr. for 博客[bo2 ke4])
博士|博士|bo2 shi4	0	doctor (as an academic degree)
博士|博士|bo2 shi4	1	(old) person specialized in a skill or trade
博士|博士|bo2 shi4	2	(old) court academician
博物館|博物馆|bo2 wu4 guan3	0	museum
占|占|zhan1	0	to observe
占|占|zhan1	1	to divine
占|占|zhan4	0	to take possession of
占|占|zhan4	1	to occupy
占|占|zhan4	2	to take up
卡|卡|qia3	0	to block
卡|卡|qia3	1	to be stuck
卡|卡|qia3	2	to be wedged
卡|卡|qia3	3	customs station
卡|卡|qia3	4	a clip
卡|卡|qia3	5	a fastener
卡|卡|qia3	6	a checkpost
卡|卡|qia3	7	Taiwan pr. [ka3]
印|印|yin4	0	to print
印|印|yin4	1	to mark
印|印|yin4	2	to engrave
印|印|yin4	3	a seal
印|印|yin4	4	a print
印|印|yin4	5	a stamp
印|印|yin4	6	a mark
印|印|yin4	7	a trace
印|印|yin4	8	image
危機|危机|wei1 ji1	0	crisis
危險|危险|wei1 xian3	0	danger
危險|危险|wei1 xian3	1	dangerous
即|即|ji2	0	namely
即|即|ji2	1	that is
即|即|ji2	2	i.e.
即|即|ji2	3	prompt
即|即|ji2	4	at once
即|即|ji2	5	at present
即|即|ji2	6	even if
即|即|ji2	7	prompted (by the occasion)
即|即|ji2	8	to approach
即|即|ji2	9	to come into contact
即|即|ji2	10	to assume (office)
即|即|ji2	11	to draw near
即使|即使|ji2 shi3	0	even if; even though
卷|卷|juan3	0	to roll up
卷|卷|juan3	1	(fig.) to sweep up; to engulf; to drag into (a situation)
卷|卷|juan3	2	(slang) to compete to an unhealthy degree; hypercompetitive
卷|卷|juan3	3	a roll
卷|卷|juan3	4	classifier for small rolled-up things (wad of paper money, movie reel etc)
卷|卷|juan4	0	scroll
卷|卷|juan4	1	book
卷|卷|juan4	2	volume
卷|卷|juan4	3	chapter
卷|卷|juan4	4	examination paper
卷|卷|juan4	5	classifier for books, paintings: volume, scroll
卻|却|que4	0	but
卻|却|que4	1	yet
卻|却|que4	2	however
卻|却|que4	3	while
卻|却|que4	4	to go back
卻|却|que4	5	to decline
卻|却|que4	6	to retreat
卻|却|que4	7	nevertheless
卻|却|que4	8	even though
原|原|yuan2	0	former
原|原|yuan2	1	original
原|原|yuan2	2	primary
原|原|yuan2	3	raw
原|原|yuan2	4	level
原|原|yuan2	5	cause
原|原|yuan2	6	source
原來|原来|yuan2 lai2	0	original; former
原來|原来|yuan2 lai2	1	originally; formerly; at first
原來|原来|yuan2 lai2	2	so, actually, as it turns out
原則|原则|yuan2 ze2	0	principle
原則|原则|yuan2 ze2	1	doctrine
原則|原则|yuan2 ze2	2	CL:個|个[ge4]
原因|原因|yuan2 yin1	0	cause
原因|原因|yuan2 yin1	1	origin
原因|原因|yuan2 yin1	2	root cause
原因|原因|yuan2 yin1	3	reason
原因|原因|yuan2 yin1	4	CL:個|个[ge4]
原本|原本|yuan2 ben3	0	originally
原本|原本|yuan2 ben3	1	the original; original copy; original version
去|去|qu4	0	to go
去|去|qu4	1	to go to (a place)
去|去|qu4	2	(of a time etc) last
去|去|qu4	3	just passed
去|去|qu4	4	to send
去|去|qu4	5	to remove
去|去|qu4	6	to get rid of
去|去|qu4	7	to reduce
去|去|qu4	8	to be apart from in space or time
去|去|qu4	9	to die (euphemism)
去|去|qu4	10	to play (a part)
去|去|qu4	11	(when used either before or after a verb) to go in order to do sth
去|去|qu4	12	(after a verb of motion indicates movement away from the speaker)
去|去|qu4	13	(used after certain verbs to indicate detachment or separation)
去世|去世|qu4 shi4	0	to pass away
去世|去世|qu4 shi4	1	to die
參加|参加|can1 jia1	0	to participate
參加|参加|can1 jia1	1	to take part
參加|参加|can1 jia1	2	to join
參與|参与|can1 yu4	0	to participate (in sth)
又|又|you4	0	(once) again
又|又|you4	1	also
又|又|you4	2	both... and...
又|又|you4	3	and yet
又|又|you4	4	(used for emphasis) anyway
及|及|ji2	0	and
及|及|ji2	1	to reach
及|及|ji2	2	up to
及|及|ji2	3	in time for
反|反|fan3	0	contrary
反|反|fan3	1	in reverse
反|反|fan3	2	inside out or upside down
反|反|fan3	3	to reverse
反|反|fan3	4	to return
反|反|fan3	5	to oppose
反|反|fan3	6	opposite
反|反|fan3	7	against
反|反|fan3	8	anti-
反|反|fan3	9	to rebel
反|反|fan3	10	to use analogy
反|反|fan3	11	instead
反|反|fan3	12	abbr. for 反切[fan3 qie4] phonetic system
反對|反对|fan3 dui4	0	to oppose; to be against; to object to
反應|反应|fan3 ying4	0	to react
反應|反应|fan3 ying4	1	to respond
反應|反应|fan3 ying4	2	reaction
反應|反应|fan3 ying4	3	response
反應|反应|fan3 ying4	4	reply
反應|反应|fan3 ying4	5	chemical reaction
反應|反应|fan3 ying4	6	CL:個|个[ge4]
取|取|qu3	0	to take
取|取|qu3	1	to get
取|取|qu3	2	to choose
取|取|qu3	3	to fetch
取得|取得|qu3 de2	0	to acquire; to get; to obtain
取消|取消|qu3 xiao1	0	to cancel; to call off; to revoke; to rescind
受|受|shou4	0	to receive
受|受|shou4	1	to accept
受|受|shou4	2	to suffer
受|受|shou4	3	subjected to
受|受|shou4	4	to bear
受|受|shou4	5	to stand
受|受|shou4	6	pleasant
受|受|shou4	7	(passive marker)
受|受|shou4	8	(LGBT) bottom
受傷|受伤|shou4 shang1	0	to sustain injuries
受傷|受伤|shou4 shang1	1	wounded (in an accident etc)
受傷|受伤|shou4 shang1	2	harmed
受到|受到|shou4 dao4	0	to receive (praise, an education, punishment etc); to be ...ed (praised, educated, punished etc)
口|口|kou3	0	mouth
口|口|kou3	1	classifier for things with mouths (people, domestic animals, cannons, wells etc)
口|口|kou3	2	classifier for bites or mouthfuls
古|古|gu3	0	ancient
古|古|gu3	1	old
古|古|gu3	2	paleo-
句|句|ju4	0	sentence
句|句|ju4	1	clause
句|句|ju4	2	phrase
句|句|ju4	3	classifier for phrases or lines of verse
另|另|ling4	0	other
另|另|ling4	1	another
另|另|ling4	2	separate
另|另|ling4	3	separately
另外|另外|ling4 wai4	0	additional
另外|另外|ling4 wai4	1	in addition
另外|另外|ling4 wai4	2	besides
另外|另外|ling4 wai4	3	separate
另外|另外|ling4 wai4	4	other
另外|另外|ling4 wai4	5	moreover
另外|另外|ling4 wai4	6	furthermore
只|只|zhi3	0	only; merely; just
只是|只是|zhi3 shi4	0	merely; only; just; nothing but
只是|只是|zhi3 shi4	1	simply
只是|只是|zhi3 shi4	2	but; however
只有|只有|zhi3 you3	0	only have ...; there is only ...
只有|只有|zhi3 you3	1	(used in combination with 才[cai2]) it is only if ... (that one can ...) (as in 只有通過治療才能痊愈|只有通过治疗才能痊愈[zhi3 you3 tong1 guo4 zhi4 liao2 cai2 neng2 quan2 yu4] "the only way to cure it is with therapy")
只有|只有|zhi3 you3	2	it is only (someone) who ... (as in 只有男性才有此需要[zhi3 you3 nan2 xing4 cai2 you3 ci3 xu1 yao4] "only men would have such a requirement")
只有|只有|zhi3 you3	3	(used to express lack of alternatives) can only; have no choice but to (as in 只有屈服[zhi3 you3 qu1 fu2] "the only thing you can do is give in")
只能|只能|zhi3 neng2	0	can only
只能|只能|zhi3 neng2	1	obliged to do sth
只能|只能|zhi3 neng2	2	to have no other choice
只要|只要|zhi3 yao4	0	so long as; provided; if
叫|叫|jiao4	0	to shout
叫|叫|jiao4	1	to call
叫|叫|jiao4	2	to order
叫|叫|jiao4	3	to ask
叫|叫|jiao4	4	to be called
叫|叫|jiao4	5	by (indicates agent in the passive mood)
叫做|叫做|jiao4 zuo4	0	to be called; to be known as
可以|可以|ke3 yi3	0	can
可以|可以|ke3 yi3	1	may
可以|可以|ke3 yi3	2	possible
可以|可以|ke3 yi3	3	able to
可以|可以|ke3 yi3	4	not bad
可以|可以|ke3 yi3	5	pretty good
可是|可是|ke3 shi4	0	but; however
可是|可是|ke3 shi4	1	(used for emphasis) indeed
可能|可能|ke3 neng2	0	might (happen)
可能|可能|ke3 neng2	1	possible
可能|可能|ke3 neng2	2	probable
可能|可能|ke3 neng2	3	possibility
可能|可能|ke3 neng2	4	probability
可能|可能|ke3 neng2	5	maybe
可能|可能|ke3 neng2	6	perhaps
可能|可能|ke3 neng2	7	CL:個|个[ge4]
史|史|shi3	0	history
史|史|shi3	1	annals
史|史|shi3	2	title of an official historian in ancient China
右|右|you4	0	(bound form) right; right-hand side
右|右|you4	1	(bound form) (politics) right of center
右|右|you4	2	(bound form) (old) west
右|右|you4	3	(literary) the right side as the side of precedence
叶|叶|xie2	0	to be in harmony
司|司|si1	0	to take charge of
司|司|si1	1	to manage
司|司|si1	2	department (under a ministry)
吃|吃|chi1	0	to eat; to consume
吃|吃|chi1	1	to eat at (a cafeteria etc)
吃|吃|chi1	2	to eradicate; to destroy
吃|吃|chi1	3	to absorb
吃|吃|chi1	4	to suffer (shock, injury, defeat etc)
各|各|ge4	0	each
各|各|ge4	1	every
各地|各地|ge4 di4	0	in all parts of (a country)
各地|各地|ge4 di4	1	various regions
各種|各种|ge4 zhong3	0	every kind of; all kinds of; various
合|合|ge3	0	100 ml
合|合|ge3	1	one-tenth of a peck
合|合|ge3	2	measure for dry grain equal to one-tenth of sheng 升 or liter, or one-hundredth dou 斗
合作|合作|he2 zuo4	0	to cooperate; to collaborate; to work together
合併|合并|he2 bing4	0	to merge
合併|合并|he2 bing4	1	to annex
合法|合法|he2 fa3	0	lawful
合法|合法|he2 fa3	1	legitimate
合法|合法|he2 fa3	2	legal
吉|吉|ji2	0	lucky
吉|吉|ji2	1	giga- (meaning billion or 10^9)
同|同|tong2	0	like
同|同|tong2	1	same
同|同|tong2	2	similar
同|同|tong2	3	together
同|同|tong2	4	alike
同|同|tong2	5	with
同志|同志|tong2 zhi4	0	comrade
同志|同志|tong2 zhi4	1	(slang) homosexual
同志|同志|tong2 zhi4	2	CL:位[wei4]
同性戀|同性恋|tong2 xing4 lian4	0	homosexuality
同性戀|同性恋|tong2 xing4 lian4	1	gay person
同性戀|同性恋|tong2 xing4 lian4	2	gay love
同意|同意|tong2 yi4	0	to agree
同意|同意|tong2 yi4	1	to consent
同意|同意|tong2 yi4	2	to approve
同時|同时|tong2 shi2	0	at the same time; simultaneously
同樣|同样|tong2 yang4	0	same; equal; similar
同樣|同样|tong2 yang4	1	similarly; also; too
名|名|ming2	0	name
名|名|ming2	1	noun (part of speech)
名|名|ming2	2	place (e.g. among winners)
名|名|ming2	3	famous
名|名|ming2	4	classifier for people
名人|名人|ming2 ren2	0	personage
名人|名人|ming2 ren2	1	celebrity
名單|名单|ming2 dan1	0	list of names
名字|名字|ming2 zi5	0	name (of a person or thing)
后|后|hou4	0	empress
后|后|hou4	1	queen
后|后|hou4	2	(archaic) monarch
后|后|hou4	3	ruler
向|向|xiang4	0	towards
向|向|xiang4	1	to face
向|向|xiang4	2	to turn towards
向|向|xiang4	3	direction
向|向|xiang4	4	to support
向|向|xiang4	5	to side with
向|向|xiang4	6	shortly before
向|向|xiang4	7	formerly
向|向|xiang4	8	always
向|向|xiang4	9	all along
向|向|xiang4	10	(suffix) suitable for ...
向|向|xiang4	11	oriented to ...
君|君|jun1	0	monarch
君|君|jun1	1	lord
君|君|jun1	2	gentleman
君|君|jun1	3	ruler
否則|否则|fou3 ze2	0	otherwise; if not; or (else)
听|听|yin3	0	smile (archaic)
吸引|吸引|xi1 yin3	0	to attract; to appeal to; to fascinate
告訴|告诉|gao4 su4	0	to press charges; to file a complaint
告訴|告诉|gao4 su5	0	to tell; to inform; to let know
呢|呢|ne5	0	(sentence-final particle) used in questions to link back to prior discourse or context ("what about...?", "and...?")
呢|呢|ne5	1	(sentence-final particle) indicating that a state or situation still holds
呢|呢|ne5	2	(discourse particle) used to mark a slight pause or emphasis in speech
呢|呢|ni2	0	dense wool fabric (used for coats and jackets)
周|周|zhou1	0	to make a circuit
周|周|zhou1	1	to circle
周|周|zhou1	2	circle
周|周|zhou1	3	circumference
周|周|zhou1	4	lap
周|周|zhou1	5	cycle
周|周|zhou1	6	complete
周|周|zhou1	7	all
周|周|zhou1	8	all over
周|周|zhou1	9	thorough
周|周|zhou1	10	to help financially
周圍|周围|zhou1 wei2	0	environs; surroundings; periphery
味|味|wei4	0	taste
味|味|wei4	1	smell
味|味|wei4	2	(fig.) (noun suffix) feel
味|味|wei4	3	quality
味|味|wei4	4	sense
味|味|wei4	5	(TCM) classifier for ingredients of a medicine prescription
命|命|ming4	0	life
命|命|ming4	1	fate
命|命|ming4	2	order or command
命|命|ming4	3	to assign a name, title etc
命令|命令|ming4 ling4	0	order
命令|命令|ming4 ling4	1	command
命令|命令|ming4 ling4	2	CL:道[dao4],個|个[ge4]
命名|命名|ming4 ming2	0	to give a name to
命名|命名|ming4 ming2	1	to dub
命名|命名|ming4 ming2	2	to christen
命名|命名|ming4 ming2	3	to designate
命名|命名|ming4 ming2	4	named after
命名|命名|ming4 ming2	5	naming
和平|和平|he2 ping2	0	peace
和平|和平|he2 ping2	1	peaceful
咖啡|咖啡|ka1 fei1	0	(loanword) coffee
咖啡|咖啡|ka1 fei1	1	CL:杯[bei1]
品|品|pin3	0	(bound form) article; commodity; product; goods
品|品|pin3	1	(bound form) grade; rank
品|品|pin3	2	kind; type; variety
品|品|pin3	3	character; disposition; nature; temperament
品|品|pin3	4	to taste sth; to sample
品|品|pin3	5	to criticize; to comment; to judge; to size up
品|品|pin3	6	fret (on a guitar or lute)
哈|哈|ha1	0	(interj.) ha!
哈|哈|ha1	1	(onom. for laughter)
哈|哈|ha1	2	(slang) to be infatuated with; to adore
哈|哈|ha1	3	(bound form) husky (dog) (abbr. for 哈士奇[ha1 shi4 qi2])
哈|哈|ha3	0	a Pekinese; a pug
哈|哈|ha3	1	(dialect) to scold
員|员|yuan2	0	(bound form) person engaged in a certain field of activity
員|员|yuan2	1	(bound form) member
員|员|yuan2	2	classifier for military generals
員工|员工|yuan2 gong1	0	staff; personnel; employee
哥|哥|ge1	0	elder brother
唯一|唯一|wei2 yi1	0	only; sole
唱|唱|chang4	0	to sing
唱|唱|chang4	1	to call loudly
唱|唱|chang4	2	to chant
唱片|唱片|chang4 pian4	0	gramophone record
唱片|唱片|chang4 pian4	1	LP
唱片|唱片|chang4 pian4	2	music CD
唱片|唱片|chang4 pian4	3	musical album
唱片|唱片|chang4 pian4	4	CL:張|张[zhang1]
商|商|shang1	0	commerce
商|商|shang1	1	merchant
商|商|shang1	2	dealer
商|商|shang1	3	to consult
商|商|shang1	4	2nd note in pentatonic scale
商|商|shang1	5	quotient (as in 智商[zhi4 shang1], intelligence quotient)
商業|商业|shang1 ye4	0	business
商業|商业|shang1 ye4	1	trade
商業|商业|shang1 ye4	2	commerce
問|问|wen4	0	to ask; to inquire
問題|问题|wen4 ti2	0	question
問題|问题|wen4 ti2	1	problem
問題|问题|wen4 ti2	2	issue
問題|问题|wen4 ti2	3	topic
問題|问题|wen4 ti2	4	CL:個|个[ge4]
啟動|启动|qi3 dong4	0	to start (a machine)
啟動|启动|qi3 dong4	1	(fig.) to set in motion
啟動|启动|qi3 dong4	2	to launch (an operation)
啟動|启动|qi3 dong4	3	to activate (a plan)
善|善|shan4	0	good (virtuous)
善|善|shan4	1	benevolent
善|善|shan4	2	well-disposed
善|善|shan4	3	good at sth
善|善|shan4	4	to improve or perfect
喜|喜|xi3	0	to be fond of
喜|喜|xi3	1	to like
喜|喜|xi3	2	to enjoy
喜|喜|xi3	3	to be happy
喜|喜|xi3	4	to feel pleased
喜|喜|xi3	5	happiness
喜|喜|xi3	6	delight
喜|喜|xi3	7	glad
喜歡|喜欢|xi3 huan5	0	to like; to be fond of
喬|乔|qiao2	0	tall
單|单|dan1	0	bill
單|单|dan1	1	list
單|单|dan1	2	form
單|单|dan1	3	single
單|单|dan1	4	only
單|单|dan1	5	sole
單|单|dan1	6	odd number
單|单|dan1	7	CL:個|个[ge4]
單位|单位|dan1 wei4	0	unit (of measure)
單位|单位|dan1 wei4	1	unit (group of people as a whole)
單位|单位|dan1 wei4	2	work unit (place of employment, esp. in the PRC prior to economic reform)
單位|单位|dan1 wei4	3	CL:個|个[ge4]
單獨|单独|dan1 du2	0	alone
單獨|单独|dan1 du2	1	by oneself
單獨|单独|dan1 du2	2	on one's own
嗎|吗|ma2	0	(coll.) what?
嗎|吗|ma5	0	(question particle for "yes-no" questions)
嘗試|尝试|chang2 shi4	0	to try (to see what it's like or whether one can do it)
嘴|嘴|zui3	0	mouth
嘴|嘴|zui3	1	beak
嘴|嘴|zui3	2	nozzle
嘴|嘴|zui3	3	spout (of teapot etc)
嘴|嘴|zui3	4	CL:張|张[zhang1],個|个[ge4]
器|器|qi4	0	device
器|器|qi4	1	tool
器|器|qi4	2	utensil
器|器|qi4	3	CL:臺|台[tai2]
嚴格|严格|yan2 ge2	0	strict; stringent; tight; rigorous
嚴重|严重|yan2 zhong4	0	grave; serious; severe; critical
四|四|si4	0	four
四|四|si4	1	4
回|回|hui2	0	to go back; to return; to turn back; to turn around
回|回|hui2	1	to reply; to answer
回|回|hui2	2	classifier for literary divisions (acts of a play, sections or chapters of a classic book)
回|回|hui2	3	classifier for occurrences or times
回到|回到|hui2 dao4	0	to return to
回憶|回忆|hui2 yi4	0	to recall
回憶|回忆|hui2 yi4	1	memories
回憶|回忆|hui2 yi4	2	CL:個|个[ge4]
回答|回答|hui2 da2	0	to reply; to answer
回答|回答|hui2 da2	1	reply; answer
因|因|yin1	0	cause
因|因|yin1	1	reason
因|因|yin1	2	because
因此|因此|yin1 ci3	0	thus; consequently; as a result
因為|因为|yin1 wei4	0	because; owing to; on account of
困難|困难|kun4 nan5	0	difficult
困難|困难|kun4 nan5	1	challenging
困難|困难|kun4 nan5	2	straitened circumstances
困難|困难|kun4 nan5	3	difficult situation
圈|圈|juan1	0	to confine
圈|圈|juan1	1	to lock up
圈|圈|juan1	2	to pen in
圈|圈|juan4	0	livestock enclosure; pen; fold; sty
圈|圈|quan1	0	circle; ring; loop
圈|圈|quan1	1	(fig.) social circle; niche group; community; fandom
圈|圈|quan1	2	classifier for loops, orbits, laps
圈|圈|quan1	3	to surround; to encircle
圈|圈|quan1	4	to circle (sth); to mark with a circle
國家|国家|guo2 jia1	0	country; nation; state
國王|国王|guo2 wang2	0	king
國際|国际|guo2 ji4	0	international
圍|围|wei2	0	to encircle
圍|围|wei2	1	to surround
圍|围|wei2	2	all around
圍|围|wei2	3	to wear by wrapping around (scarf, shawl)
圓|圆|yuan2	0	circle
圓|圆|yuan2	1	round
圓|圆|yuan2	2	circular
圓|圆|yuan2	3	spherical
圓|圆|yuan2	4	(of the moon) full
圓|圆|yuan2	5	unit of Chinese currency (yuan)
圓|圆|yuan2	6	tactful
圓|圆|yuan2	7	to make consistent and whole (the narrative of a dream or a lie)
圖|图|tu2	0	diagram
圖|图|tu2	1	picture
圖|图|tu2	2	drawing
圖|图|tu2	3	chart
圖|图|tu2	4	map
圖|图|tu2	5	CL:張|张[zhang1]
圖|图|tu2	6	to plan
圖|图|tu2	7	to scheme
圖|图|tu2	8	to attempt
圖|图|tu2	9	to pursue
圖|图|tu2	10	to seek
圖書館|图书馆|tu2 shu1 guan3	0	library
圖書館|图书馆|tu2 shu1 guan3	1	CL:家[jia1],個|个[ge4]
團|团|tuan2	0	round
團|团|tuan2	1	lump
團|团|tuan2	2	ball
團|团|tuan2	3	to roll into a ball
團|团|tuan2	4	to gather
團|团|tuan2	5	regiment
團|团|tuan2	6	group
團|团|tuan2	7	society
團|团|tuan2	8	classifier for a lump or a soft mass: wad (of paper), ball (of wool), cloud (of smoke)
團隊|团队|tuan2 dui4	0	team
團體|团体|tuan2 ti3	0	group
團體|团体|tuan2 ti3	1	organization
團體|团体|tuan2 ti3	2	team
團體|团体|tuan2 ti3	3	CL:個|个[ge4]
土|土|tu3	0	earth
土|土|tu3	1	dust
土|土|tu3	2	clay
土|土|tu3	3	local
土|土|tu3	4	indigenous
土|土|tu3	5	crude opium
土|土|tu3	6	unsophisticated
土|土|tu3	7	one of the eight categories of ancient musical instruments 八音[ba1 yin1]
土地|土地|tu3 di4	0	land
土地|土地|tu3 di4	1	soil
土地|土地|tu3 di4	2	territory
土地|土地|tu3 di4	3	CL:片[pian4],塊|块[kuai4]
土地|土地|tu3 di5	0	local god
土地|土地|tu3 di5	1	genius loci
圣|圣|ku1	0	(literary) to dig with persistent effort (e.g. to gather wild vegetables)
在|在|zai4	0	to exist; to be alive
在|在|zai4	1	(of sb or sth) to be (located) at
在|在|zai4	2	(used before a verb to indicate an action in progress)
在於|在于|zai4 yu2	0	to rest with; to lie in; to be due to (a certain attribute)
在於|在于|zai4 yu2	1	(of a matter) to be determined by; to be up to (sb)
地|地|di4	0	earth
地|地|di4	1	ground
地|地|di4	2	field
地|地|di4	3	place
地|地|di4	4	land
地|地|di4	5	CL:片[pian4]
地下|地下|di4 xia4	0	underground
地下|地下|di4 xia4	1	subterranean
地下|地下|di4 xia4	2	covert
地位|地位|di4 wei4	0	position
地位|地位|di4 wei4	1	status
地位|地位|di4 wei4	2	place
地位|地位|di4 wei4	3	CL:個|个[ge4]
地區|地区|di4 qu1	0	region; area (informal or geographical term)
地區|地区|di4 qu1	1	prefecture (in China's administrative system)
地圖|地图|di4 tu2	0	map
地圖|地图|di4 tu2	1	CL:張|张[zhang1],本[ben3]
地址|地址|di4 zhi3	0	address
地址|地址|di4 zhi3	1	CL:個|个[ge4]
地方|地方|di4 fang1	0	region
地方|地方|di4 fang1	1	regional (away from the central administration)
地方|地方|di4 fang1	2	local
地方|地方|di4 fang5	0	place; location; area; space; territory
地方|地方|di4 fang5	1	aspect; part
地方|地方|di4 fang5	2	CL:處|处[chu4]
地球|地球|di4 qiu2	0	the earth
地鐵|地铁|di4 tie3	0	underground railway; subway
地鐵|地铁|di4 tie3	1	subway train
地點|地点|di4 dian3	0	place
地點|地点|di4 dian3	1	site
地點|地点|di4 dian3	2	location
地點|地点|di4 dian3	3	venue
地點|地点|di4 dian3	4	CL:個|个[ge4]
均|均|jun1	0	(bound form) equal; uniform; even
均|均|jun1	1	(literary) without exception; all
坐|坐|zuo4	0	to sit
坐|坐|zuo4	1	to take a seat
坐|坐|zuo4	2	to take (a bus, airplane etc)
坐|坐|zuo4	3	to bear fruit
坐|坐|zuo4	4	variant of 座[zuo4]
型|型|xing2	0	mold
型|型|xing2	1	type
型|型|xing2	2	style
型|型|xing2	3	model
城|城|cheng2	0	city walls
城|城|cheng2	1	city
城|城|cheng2	2	town
城|城|cheng2	3	CL:座[zuo4],道[dao4],個|个[ge4]
城市|城市|cheng2 shi4	0	city; town
城市|城市|cheng2 shi4	1	CL:座[zuo4]
執行|执行|zhi2 xing2	0	to implement
執行|执行|zhi2 xing2	1	to carry out
執行|执行|zhi2 xing2	2	to execute
執行|执行|zhi2 xing2	3	to run
基|基|ji1	0	(bound form) base; foundation
基|基|ji1	1	(bound form) radical (chemistry)
基|基|ji1	2	(bound form) gay (loanword from English into Cantonese, Jyutping: gei1, followed by orthographic borrowing from Cantonese)
基因|基因|ji1 yin1	0	gene (loanword)
基地|基地|ji1 di4	0	base (of operations, industrial, military, research etc)
基於|基于|ji1 yu2	0	because of
基於|基于|ji1 yu2	1	on the basis of
基於|基于|ji1 yu2	2	in view of
基於|基于|ji1 yu2	3	on account of
基本|基本|ji1 ben3	0	basic
基本|基本|ji1 ben3	1	fundamental
基本|基本|ji1 ben3	2	main
基本|基本|ji1 ben3	3	elementary
基礎|基础|ji1 chu3	0	base; foundation; basis
基礎|基础|ji1 chu3	1	basic; fundamental
堂|堂|tang2	0	(main) hall
堂|堂|tang2	1	large room for a specific purpose
堂|堂|tang2	2	CL:間|间[jian1]
堂|堂|tang2	3	relationship between cousins etc on the paternal side of a family
堂|堂|tang2	4	of the same clan
堂|堂|tang2	5	classifier for classes, lectures etc
堂|堂|tang2	6	classifier for sets of furniture
堅持|坚持|jian1 chi2	0	to persevere with
堅持|坚持|jian1 chi2	1	to persist in
堅持|坚持|jian1 chi2	2	to insist on
堆|堆|dui1	0	to pile up
堆|堆|dui1	1	to heap up
堆|堆|dui1	2	a mass
堆|堆|dui1	3	pile
堆|堆|dui1	4	heap
堆|堆|dui1	5	stack
堆|堆|dui1	6	large amount
報|报|bao4	0	to report; to inform; to announce
報|报|bao4	1	to respond; to reply
報|报|bao4	2	to sign up for; to register for (abbr. for 報名|报名[bao4 ming2])
報|报|bao4	3	to reward; to recompense
報|报|bao4	4	to take revenge; to retaliate
報|报|bao4	5	newspaper
報|报|bao4	6	periodical; journal
報|报|bao4	7	bulletin
報|报|bao4	8	telegram
報告|报告|bao4 gao4	0	to inform
報告|报告|bao4 gao4	1	to report
報告|报告|bao4 gao4	2	to make known
報告|报告|bao4 gao4	3	report
報告|报告|bao4 gao4	4	speech
報告|报告|bao4 gao4	5	talk
報告|报告|bao4 gao4	6	lecture
報告|报告|bao4 gao4	7	CL:篇[pian1],份[fen4],個|个[ge4],通[tong4]
報紙|报纸|bao4 zhi3	0	newspaper
報紙|报纸|bao4 zhi3	1	newsprint
報紙|报纸|bao4 zhi3	2	CL:份[fen4],期[qi1],張|张[zhang1]
報道|报道|bao4 dao4	0	to report (news)
報道|报道|bao4 dao4	1	report
報道|报道|bao4 dao4	2	CL:篇[pian1],份[fen4]
場|场|chang2	0	threshing floor
場|场|chang2	1	classifier for events and happenings: spell, episode, bout
場|场|chang3	0	large place used for a specific purpose
場|场|chang3	1	stage
場|场|chang3	2	scene (of a play)
場|场|chang3	3	classifier for sporting or recreational activities
場|场|chang3	4	classifier for number of exams
塊|块|kuai4	0	lump; chunk; piece
塊|块|kuai4	1	classifier for pieces of cloth, cake, soap etc
塊|块|kuai4	2	(coll.) classifier for money and currency units
塔|塔|ta3	0	pagoda (abbr. for 塔婆[ta3 po2], a loanword from Sanskrit stūpa); tower; pylon (CL:座[zuo4])
塔|塔|ta3	1	(loanword) (pastry) tart
塞|塞|sai1	0	to plug; to stop up; to stuff in
塞|塞|sai1	1	(bound form) a stopper; a cork
塞|塞|sai4	0	(bound form) strategic stronghold
塞|塞|se4	0	(bound form) to block; to obstruct
增加|增加|zeng1 jia1	0	to raise; to increase
壓|压|ya1	0	to press
壓|压|ya1	1	to push down
壓|压|ya1	2	to keep under (control)
