sense_uid	seq	target_entry_id	target_trad	target_simp	target_pinyin
捲|卷|juan3~4	0	張|张|zhang1	張	张	zhang1
掉|掉|diao4~3	0	完|完|wan2	完	完	wan2
排|排|pai2~4	0	行|行|hang2	行	行	hang2
接受|接受|jie1 shou4~1	0	收到|收到|shou1 dao4	收到	收到	shou1 dao4
接著|接着|jie1 zhe5~1	0	然後|然后|ran2 hou4	然後	然后	ran2 hou4
接觸|接触|jie1 chu4~2	0	聯繫|联系|lian2 xi4	聯繫	联系	lian2 xi4
接近|接近|jie1 jin4~1	0	靠近|靠近|kao4 jin4	靠近	靠近	kao4 jin4
描述|描述|miao2 shu4~1	0	描寫|描写|miao2 xie3	描寫	描写	miao2 xie3
提議|提议|ti2 yi4~1	0	建議|建议|jian4 yi4	建議	建议	jian4 yi4
提高|提高|ti2 gao1~1	0	增加|增加|zeng1 jia1	增加	增加	zeng1 jia1
支援|支援|zhi1 yuan2~1	0	支持|支持|zhi1 chi2	支持	支持	zhi1 chi2
收到|收到|shou1 dao4~1	0	收|收|shou1	收	收	shou1
改變|改变|gai3 bian4~1	0	變化|变化|bian4 hua4	變化	变化	bian4 hua4
攻擊|攻击|gong1 ji1~2	0	批評|批评|pi1 ping2	批評	批评	pi1 ping2
放|放|fang4~3	0	播放|播放|bo1 fang4	播放	播放	bo1 fang4
效果|效果|xiao4 guo3~1	0	結果|结果|jie2 guo3	結果	结果	jie2 guo3
教會|教会|jiao4 hui4~1	0	教堂|教堂|jiao4 tang2	教堂	教堂	jiao4 tang2
整|整|zheng3~7	0	弄|弄|nong4	弄	弄	nong4
整個|整个|zheng3 ge4~1	0	所有|所有|suo3 you3	所有	所有	suo3 you3
數|数|shuo4~1	0	數見不鮮|数见不鲜|shuo4 jian4 bu4 xian1	數見不鮮	数见不鲜	shuo4 jian4 bu4 xian1
數據|数据|shu4 ju4~1	0	資料|资料|zi1 liao4	資料	资料	zi1 liao4
文化|文化|wen2 hua4~1	0	文明|文明|wen2 ming2	文明	文明	wen2 ming2
斗|斗|dou3~1	0	升|升|sheng1	升	升	sheng1
新聞|新闻|xin1 wen2~1	0	消息|消息|xiao1 xi5	消息	消息	xiao1 xi5
方式|方式|fang1 shi4~1	0	方法|方法|fang1 fa3	方法	方法	fang1 fa3
方案|方案|fang1 an4~1	0	計劃|计划|ji4 hua4	計劃	计划	ji4 hua4
方法|方法|fang1 fa3~1	0	辦法|办法|ban4 fa3	辦法	办法	ban4 fa3
於|于|yu2~1	0	在|在|zai4	在	在	zai4
於|于|yu2~3	0	比|比|bi3	比	比	bi3
於|于|yu2~5	0	被|被|bei4	被	被	bei4
於|於|wu1~1	0	嗚呼|呜呼|wu1 hu1	嗚呼	呜呼	wu1 hu1
於是|于是|yu2 shi4~1	0	所以|所以|suo3 yi3	所以	所以	suo3 yi3
於是|于是|yu2 shi4~1	1	因此|因此|yin1 ci3	因此	因此	yin1 ci3
旁|旁|pang2~3	0	偏旁|偏旁|pian1 pang2	偏旁	偏旁	pian1 pang2
既|既|ji4~2	0	既然|既然|ji4 ran2	既然	既然	ji4 ran2
明|明|ming2~4	0	暗|暗|an4	暗	暗	an4
易|易|yi4~1	0	容易|容易|rong2 yi4	容易	容易	rong2 yi4
是|是|shi4~4	0	對|对|dui4	對	对	dui4
時|时|shi2~1	0	時間|时间|shi2 jian1	時間	时间	shi2 jian1
時|时|shi2~2	0	時候|时候|shi2 hou5	時候	时候	shi2 hou5
時|时|shi2~3	0	小時|小时|xiao3 shi2	小時	小时	xiao3 shi2
時|时|shi2~4	0	季節|季节|ji4 jie2	季節	季节	ji4 jie2
時候|时候|shi2 hou5~1	0	時間|时间|shi2 jian1	時間	时间	shi2 jian1
時期|时期|shi2 qi1~1	0	時代|时代|shi2 dai4	時代	时代	shi2 dai4
時間|时间|shi2 jian1~1	0	時候|时候|shi2 hou5	時候	时候	shi2 hou5
普通|普通|pu3 tong1~1	0	一般|一般|yi1 ban1	一般	一般	yi1 ban1
曲|曲|qu3~1	0	歌|歌|ge1	歌	歌	ge1
更|更|geng4~1	0	最|最|zui4	最	最	zui4
更加|更加|geng4 jia1~1	0	更|更|geng4	更	更	geng4
曾|曾|ceng2~1	0	曾經|曾经|ceng2 jing1	曾經	曾经	ceng2 jing1
曾經|曾经|ceng2 jing1~1	0	已經|已经|yi3 jing1	已經	已经	yi3 jing1
最|最|zui4~1	0	更|更|geng4	更	更	geng4
最|最|zui4~2	0	之|之|zhi1	之	之	zhi1
最後|最后|zui4 hou4~1	0	後來|后来|hou4 lai2	後來	后来	hou4 lai2
最終|最终|zui4 zhong1~1	0	最後|最后|zui4 hou4	最後	最后	zui4 hou4
有些|有些|you3 xie1~2	0	有點|有点|you3 dian3	有點	有点	you3 dian3
有效|有效|you3 xiao4~1	0	有用|有用|you3 yong4	有用	有用	you3 yong4
朝|朝|chao2~1	0	向|向|xiang4	向	向	xiang4
朝|朝|chao2~1	1	往|往|wang3	往	往	wang3
未|未|wei4~1	0	沒|没|mei2	沒	没	mei2
未|未|wei4~2	0	地支|地支|di4 zhi1	地支	地支	di4 zhi1
本|本|ben3~4	0	本來|本来|ben3 lai2	本來	本来	ben3 lai2
本來|本来|ben3 lai2~1	0	原來|原来|yuan2 lai2	原來	原来	yuan2 lai2
本身|本身|ben3 shen1~1	0	本人|本人|ben3 ren2	本人	本人	ben3 ren2
某些|某些|mou3 xie1~1	0	有些|有些|you3 xie1	有些	有些	you3 xie1
校|校|jiao4~1	0	校對|校对|jiao4 dui4	校對	校对	jiao4 dui4
根據|根据|gen1 ju4~1	0	按照|按照|an4 zhao4	按照	按照	an4 zhao4
格|格|ge2~8	0	改正|改正|gai3 zheng4	改正	改正	gai3 zheng4
格|格|ge2~9	0	到達|到达|dao4 da2	到達	到达	dao4 da2
梅|梅|mei2~2	0	梅花|梅花|mei2 hua1	梅花	梅花	mei2 hua1
森林|森林|sen1 lin2~1	0	樹林|树林|shu4 lin2	樹林	树林	shu4 lin2
槍|枪|qiang1~3	0	手槍|手枪|shou3 qiang1	手槍	手枪	shou3 qiang1
權利|权利|quan2 li4~1	0	權力|权力|quan2 li4	權力	权力	quan2 li4
權力|权力|quan2 li4~1	0	權利|权利|quan2 li4	權利	权利	quan2 li4
次|次|ci4~1	0	遍|遍|bian4	遍	遍	bian4
歌曲|歌曲|ge1 qu3~1	0	歌|歌|ge1	歌	歌	ge1
正在|正在|zheng4 zai4~1	0	在|在|zai4	在	在	zai4
正確|正确|zheng4 que4~1	0	對|对|dui4	對	对	dui4
此|此|ci3~2	0	這|这|zhe4	這	这	zhe4
此|此|ci3~2	1	因此|因此|yin1 ci3	因此	因此	yin1 ci3
歸|归|gui1~5	0	出嫁|出嫁|chu1 jia4	出嫁	出嫁	chu1 jia4
歸|归|gui1~6	0	算盤|算盘|suan4 pan2	算盤	算盘	suan4 pan2
死亡|死亡|si3 wang2~1	0	死|死|si3	死	死	si3
殺|杀|sha1~4	0	死|死|si3	死	死	si3
殺死|杀死|sha1 si3~1	0	殺|杀|sha1	殺	杀	sha1
母親|母亲|mu3 qin1~1	0	媽媽|妈妈|ma1 ma5	媽媽	妈妈	ma1 ma5
每個|每个|mei3 ge4~1	0	每|每|mei3	每	每	mei3
每個|每个|mei3 ge4~1	1	都|都|dou1	都	都	dou1
比|比|bi3~2	0	比較|比较|bi3 jiao4	比較	比较	bi3 jiao4
比如|比如|bi3 ru2~1	0	例如|例如|li4 ru2	例如	例如	li4 ru2
比較|比较|bi3 jiao4~1	0	很|很|hen3	很	很	hen3
毛|毛|mao2~2	0	角|角|jiao3	角	角	jiao3
求|求|qiu2~1	0	請|请|qing3	請	请	qing3
沒|没|mei2~1	0	沒有|没有|mei2 you3	沒有	没有	mei2 you3
沒|没|mei2~2	0	不|不|bu4	不	不	bu4
沒有|没有|mei2 you3~1	0	沒|没|mei2	沒	没	mei2
沒有|没有|mei2 you3~2	0	不|不|bu4	不	不	bu4
沖|冲|chong1~6	0	衝|冲|chong1	衝	冲	chong1
沙|沙|sha4~1	0	篩|筛|shai1	篩	筛	shai1
法庭|法庭|fa3 ting2~1	0	法官|法官|fa3 guan1	法官	法官	fa3 guan1
派|派|pai4~8	0	支流|支流|zhi1 liu2	支流	支流	zhi1 liu2
消息|消息|xiao1 xi5~1	0	新聞|新闻|xin1 wen2	新聞	新闻	xin1 wen2
混|混|hun2~1	0	渾|浑|hun2	渾	浑	hun2
混|混|hun2~2	0	渾|浑|hun2	渾	浑	hun2
演出|演出|yan3 chu1~1	0	表演|表演|biao3 yan3	表演	表演	biao3 yan3
火|火|huo3~4	0	中醫|中医|zhong1 yi1	中醫	中医	zhong1 yi1
火|火|huo3~9	0	部首|部首|bu4 shou3	部首	部首	bu4 shou3
為|为|wei2~6	0	被|被|bei4	被	被	bei4
為|为|wei4~2	0	為了|为了|wei4 le5	為了	为了	wei4 le5
為|为|wei4~2	1	因為|因为|yin1 wei4	因為	因为	yin1 wei4
為了|为了|wei4 le5~1	0	因為|因为|yin1 wei4	因為	因为	yin1 wei4
為什麼|为什么|wei4 shen2 me5~1	0	怎麼|怎么|zen3 me5	怎麼	怎么	zen3 me5
為止|为止|wei2 zhi3~1	0	到|到|dao4	到	到	dao4
無論|无论|wu2 lun4~1	0	不管|不管|bu4 guan3	不管	不管	bu4 guan3
然後|然后|ran2 hou4~1	0	後來|后来|hou4 lai2	後來	后来	hou4 lai2
然而|然而|ran2 er2~1	0	但是|但是|dan4 shi4	但是	但是	dan4 shi4
父親|父亲|fu4 qin1~1	0	爸爸|爸爸|ba4 ba5	爸爸	爸爸	ba4 ba5
牠|它|ta1~1	0	它|它|ta1	它	它	ta1
特殊|特殊|te4 shu1~1	0	特別|特别|te4 bie2	特別	特别	te4 bie2
狀態|状态|zhuang4 tai4~1	0	情況|情况|qing2 kuang4	情況	情况	qing2 kuang4
獲得|获得|huo4 de2~1	0	得到|得到|de2 dao4	得到	得到	de2 dao4
現代|现代|xian4 dai4~1	0	當代|当代|dang1 dai4	當代	当代	dang1 dai4
現在|现在|xian4 zai4~1	0	目前|目前|mu4 qian2	目前	目前	mu4 qian2
理解|理解|li3 jie3~1	0	了解|了解|liao3 jie3	了解	了解	liao3 jie3
生命|生命|sheng1 ming4~1	0	生活|生活|sheng1 huo2	生活	生活	sheng1 huo2
生物|生物|sheng1 wu4~2	0	生物學|生物学|sheng1 wu4 xue2	生物學	生物学	sheng1 wu4 xue2
用|用|yong4~7	0	因此|因此|yin1 ci3	因此	因此	yin1 ci3
由|由|you2~1	0	從|从|cong2	從	从	cong2
由|由|you2~2	0	由於|由于|you2 yu2	由於	由于	you2 yu2
由於|由于|you2 yu2~1	0	因為|因为|yin1 wei4	因為	因为	yin1 wei4
甲|甲|jia3~4	0	天干|天干|tian1 gan1	天干	天干	tian1 gan1
男|男|nan2~2	0	五等爵位|五等爵位|wu3 deng3 jue2 wei4	五等爵位	五等爵位	wu3 deng3 jue2 wei4
男人|男人|nan2 ren2~1	0	男孩|男孩|nan2 hai2	男孩	男孩	nan2 hai2
留下|留下|liu2 xia4~1	0	剩下|剩下|sheng4 xia4	剩下	剩下	sheng4 xia4
當|当|dang4~1	0	當作|当作|dang4 zuo4	當作	当作	dang4 zuo4
當|当|dang4~1	1	當成|当成|dang4 cheng2	當成	当成	dang4 cheng2
當|当|dang4~4	0	當鋪|当铺|dang4 pu4	當鋪	当铺	dang4 pu4
疾病|疾病|ji2 bing4~1	0	病|病|bing4	病	病	bing4
發現|发现|fa1 xian4~2	0	發明|发明|fa1 ming2	發明	发明	fa1 ming2
發生|发生|fa1 sheng1~1	0	出現|出现|chu1 xian4	出現	出现	chu1 xian4
的|的|de5~1	0	地|地|de5	地	地	de5
的|的|de5~1	1	得|得|de5	得	得	de5
的|的|de5~3	0	是|是|shi4	是	是	shi4
的話|的话|de5 hua4~1	0	如果|如果|ru2 guo3	如果	如果	ru2 guo3
皇后|皇后|huang2 hou4~1	0	女王|女王|nu:3 wang2	女王	女王	nu:3 wang2
目前|目前|mu4 qian2~1	0	現在|现在|xian4 zai4	現在	现在	xian4 zai4
目標|目标|mu4 biao1~1	0	目的|目的|mu4 di4	目的	目的	mu4 di4
目的|目的|mu4 di4~1	0	目標|目标|mu4 biao1	目標	目标	mu4 biao1
直|直|zhi2~2	0	直接|直接|zhi2 jie1	直接	直接	zhi2 jie1
直|直|zhi2~5	0	橫|横|heng2	橫	横	heng2
直|直|zhi2~6	0	豎|竖|shu4	豎	竖	shu4
直接|直接|zhi2 jie1~1	0	間接|间接|jian4 jie1	間接	间接	jian4 jie1
相互|相互|xiang1 hu4~1	0	互相|互相|hu4 xiang1	互相	互相	hu4 xiang1
相似|相似|xiang1 si4~1	0	相同|相同|xiang1 tong2	相同	相同	xiang1 tong2
相信|相信|xiang1 xin4~1	0	以為|以为|yi3 wei2	以為	以为	yi3 wei2
相當|相当|xiang1 dang1~1	0	比較|比较|bi3 jiao4	比較	比较	bi3 jiao4
相當|相当|xiang1 dang1~1	1	非常|非常|fei1 chang2	非常	非常	fei1 chang2
相關|相关|xiang1 guan1~1	0	有關|有关|you3 guan1	有關	有关	you3 guan1
看到|看到|kan4 dao4~1	0	看|看|kan4	看	看	kan4
看法|看法|kan4 fa3~1	0	想法|想法|xiang3 fa3	想法	想法	xiang3 fa3
看見|看见|kan4 jian4~1	0	看|看|kan4	看	看	kan4
真|真|zhen1~1	0	很|很|hen3	很	很	hen3
真正|真正|zhen1 zheng4~1	0	真|真|zhen1	真	真	zhen1
眼睛|眼睛|yan3 jing5~1	0	眼|眼|yan3	眼	眼	yan3
知|知|zhi1~1	0	知道|知道|zhi1 dao4	知道	知道	zhi1 dao4
知道|知道|zhi1 dao4~1	0	了解|了解|liao3 jie3	了解	了解	liao3 jie3
短|短|duan3~1	0	長|长|chang2	長	长	chang2
石|石|dan4~1	0	斗|斗|dou3	斗	斗	dou3
石|石|shi2~3	0	八音|八音|ba1 yin1	八音	八音	ba1 yin1
確保|确保|que4 bao3~1	0	保證|保证|bao3 zheng4	保證	保证	bao3 zheng4
確定|确定|que4 ding4~1	0	決定|决定|jue2 ding4	決定	决定	jue2 ding4
碼|码|ma3~10	0	瑪瑙|玛瑙|ma3 nao3	瑪瑙	玛瑙	ma3 nao3
福|福|fu2~1	0	幸福|幸福|xing4 fu2	幸福	幸福	xing4 fu2
离|离|chi1~1	0	螭|螭|chi1	螭	螭	chi1
秀|秀|xiu4~5	0	開花|开花|kai1 hua1	開花	开花	kai1 hua1
私人|私人|si1 ren2~1	0	個人|个人|ge4 ren2	個人	个人	ge4 ren2
稍|稍|shao1~1	0	稍微|稍微|shao1 wei1	稍微	稍微	shao1 wei1
種|种|zhong4~1	0	種子|种子|zhong3 zi5	種子	种子	zhong3 zi5
稱為|称为|cheng1 wei2~1	0	叫做|叫做|jiao4 zuo4	叫做	叫做	jiao4 zuo4
穀|谷|gu3~1	0	穀物|谷物|gu3 wu4	穀物	谷物	gu3 wu4
積極|积极|ji1 ji2~1	0	消極|消极|xiao1 ji2	消極	消极	xiao1 ji2
空間|空间|kong1 jian1~3	0	太空|太空|tai4 kong1	太空	太空	tai4 kong1
穿|穿|chuan1~1	0	戴|戴|dai4	戴	戴	dai4
第|第|di4~4	0	但是|但是|dan4 shi4	但是	但是	dan4 shi4
第五|第五|di4 wu3~1	0	第|第|di4	第	第	di4
等|等|deng3~2	0	等到|等到|deng3 dao4	等到	等到	deng3 dao4
等|等|deng3~3	0	等等|等等|deng3 deng3	等等	等等	deng3 deng3
等|等|deng3~6	0	們|们|men5	們	们	men5
等等|等等|deng3 deng3~1	0	什麼的|什么的|shen2 me5 de5	什麼的	什么的	shen2 me5 de5
等等|等等|deng3 deng3~2	0	等一下|等一下|deng3 yi1 xia4	等一下	等一下	deng3 yi1 xia4
管|管|guan3~5	0	把|把|ba3	把	把	ba3
管|管|guan3~6	0	向|向|xiang4	向	向	xiang4
管|管|guan3~6	1	跟|跟|gen1	跟	跟	gen1
簡單|简单|jian3 dan1~1	0	複雜|复杂|fu4 za2	複雜	复杂	fu4 za2
簡單|简单|jian3 dan1~1	1	容易|容易|rong2 yi4	容易	容易	rong2 yi4
簽署|签署|qian1 shu3~1	0	簽名|签名|qian1 ming2	簽名	签名	qian1 ming2
約|约|yue1~2	0	大約|大约|da4 yue1	大約	大约	da4 yue1
終於|终于|zhong1 yu2~1	0	最後|最后|zui4 hou4	最後	最后	zui4 hou4
組合|组合|zu3 he2~2	0	排列|排列|pai2 lie4	排列	排列	pai2 lie4
結束|结束|jie2 shu4~1	0	開始|开始|kai1 shi3	開始	开始	kai1 shi3
結束|结束|jie2 shu4~1	1	完成|完成|wan2 cheng2	完成	完成	wan2 cheng2
結果|结果|jie2 guo3~1	0	後果|后果|hou4 guo3	後果	后果	hou4 guo3
給|给|gei3~3	0	讓|让|rang4	讓	让	rang4
給|给|gei3~4	0	被|被|bei4	被	被	bei4
給|给|gei3~5	0	把|把|ba3	把	把	ba3
給|给|gei3~5	1	被|被|bei4	被	被	bei4
經常|经常|jing1 chang2~1	0	常常|常常|chang2 chang2	常常	常常	chang2 chang2
經歷|经历|jing1 li4~1	0	經驗|经验|jing1 yan4	經驗	经验	jing1 yan4
經驗|经验|jing1 yan4~1	0	經歷|经历|jing1 li4	經歷	经历	jing1 li4
綠|绿|lu:4~2	0	綠帽子|绿帽子|lu:4 mao4 zi5	綠帽子	绿帽子	lu:4 mao4 zi5
維持|维持|wei2 chi2~1	0	保持|保持|bao3 chi2	保持	保持	bao3 chi2
線|线|xian4~3	0	路線|路线|lu4 xian4	路線	路线	lu4 xian4
總|总|zong3~1	0	總是|总是|zong3 shi4	總是	总是	zong3 shi4
美|美|mei3~1	0	漂亮|漂亮|piao4 liang5	漂亮	漂亮	piao4 liang5
者|者|zhe3~1	0	的|的|de5	的	的	de5
者|者|zhe3~5	0	這|这|zhe4	這	这	zhe4
而|而|er2~2	0	而且|而且|er2 qie3	而且	而且	er2 qie3
而已|而已|er2 yi3~1	0	罷了|罢了|ba4 le5	罷了	罢了	ba4 le5
而是|而是|er2 shi4~1	0	而且|而且|er2 qie3	而且	而且	er2 qie3
耶|耶|ye2~1	0	嗎|吗|ma5	嗎	吗	ma5
耶|耶|ye2~1	1	呢|呢|ne5	呢	呢	ne5
聲|声|sheng1~2	0	聲調|声调|sheng1 diao4	聲調	声调	sheng1 diao4
聲明|声明|sheng1 ming2~1	0	宣布|宣布|xuan1 bu4	宣布	宣布	xuan1 bu4
聽|听|ting1~1	0	聽見|听见|ting1 jian4	聽見	听见	ting1 jian4
聽|听|ting1~3	0	罐|罐|guan4	罐	罐	guan4
聽到|听到|ting1 dao4~1	0	聽|听|ting1	聽	听	ting1
股|股|gu3~1	0	股票|股票|gu3 piao4	股票	股票	gu3 piao4
股|股|gu3~3	0	大腿|大腿|da4 tui3	大腿	大腿	da4 tui3
胡|胡|hu2~3	0	和|和|hu2	和	和	hu2
能|能|neng2~1	0	會|会|hui4	會	会	hui4
能|能|neng2~2	0	可以|可以|ke3 yi3	可以	可以	ke3 yi3
能|能|neng2~3	0	可能|可能|ke3 neng2	可能	可能	ke3 neng2
能|能|neng2~5	0	能量|能量|neng2 liang4	能量	能量	neng2 liang4
能夠|能够|neng2 gou4~1	0	能|能|neng2	能	能	neng2
自從|自从|zi4 cong2~1	0	從|从|cong2	從	从	cong2
自然|自然|zi4 ran2~3	0	當然|当然|dang1 ran2	當然	当然	dang1 ran2
至|至|zhi4~1	0	到|到|dao4	到	到	dao4
至於|至于|zhi4 yu2~1	0	關於|关于|guan1 yu2	關於	关于	guan1 yu2
與|与|yu3~1	0	和|和|he2	和	和	he2
舉行|举行|ju3 xing2~1	0	舉辦|举办|ju3 ban4	舉辦	举办	ju3 ban4
舉辦|举办|ju3 ban4~1	0	舉行|举行|ju3 xing2	舉行	举行	ju3 xing2
舊|旧|jiu4~2	0	老|老|lao3	老	老	lao3
舞|舞|wu3~1	0	跳舞|跳舞|tiao4 wu3	跳舞	跳舞	tiao4 wu3
艘|艘|sou1~1	0	條|条|tiao2	條	条	tiao2
色|色|shai3~1	0	顏色|颜色|yan2 se4	顏色	颜色	yan2 se4
若|若|ruo4~1	0	如果|如果|ru2 guo3	如果	如果	ru2 guo3
莫|莫|mo4~1	0	別|别|bie2	別	别	bie2
萊|莱|lai2~1	0	藜|藜|li2	藜	藜	li2
葉|叶|ye4~5	0	頁|页|ye4	頁	页	ye4
著|着|zhao1~2	0	招|招|zhao1	招	招	zhao1
著|着|zhe5~1	0	了|了|le5	了	了	le5
著名|著名|zhu4 ming2~1	0	有名|有名|you3 ming2	有名	有名	you3 ming2
處|处|chu3~2	0	相處|相处|xiang1 chu3	相處	相处	xiang1 chu3
號|号|hao4~1	0	日|日|ri4	日	日	ri4
行為|行为|xing2 wei2~1	0	行動|行动|xing2 dong4	行動	行动	xing2 dong4
表示|表示|biao3 shi4~1	0	表達|表达|biao3 da2	表達	表达	biao3 da2
表達|表达|biao3 da2~1	0	表示|表示|biao3 shi4	表示	表示	biao3 shi4
被捕|被捕|bei4 bu3~1	0	逮捕|逮捕|dai4 bu3	逮捕	逮捕	dai4 bu3
製|制|zhi4~1	0	制|制|zhi4	制	制	zhi4
製作|制作|zhi4 zuo4~1	0	製造|制造|zhi4 zao4	製造	制造	zhi4 zao4
複雜|复杂|fu4 za2~1	0	簡單|简单|jian3 dan1	簡單	简单	jian3 dan1
要|要|yao4~5	0	要是|要是|yao4 shi5	要是	要是	yao4 shi5
覺得|觉得|jue2 de5~1	0	認為|认为|ren4 wei2	認為	认为	ren4 wei2
觀眾|观众|guan1 zhong4~1	0	聽眾|听众|ting1 zhong4	聽眾	听众	ting1 zhong4
角|角|jiao3~4	0	元|元|yuan2	元	元	yuan2
解釋|解释|jie3 shi4~1	0	說明|说明|shuo1 ming2	說明	说明	shuo1 ming2
計劃|计划|ji4 hua4~1	0	打算|打算|da3 suan4	打算	打算	da3 suan4
設計|设计|she4 ji4~1	0	計劃|计划|ji4 hua4	計劃	计划	ji4 hua4
試驗|试验|shi4 yan4~1	0	實驗|实验|shi2 yan4	實驗	实验	shi2 yan4
話|话|hua4~2	0	語言|语言|yu3 yan2	語言	语言	yu3 yan2
該|该|gai1~1	0	應該|应该|ying1 gai1	應該	应该	ying1 gai1
該|该|gai1~3	0	輪到|轮到|lun2 dao4	輪到	轮到	lun2 dao4
該|该|gai1~5	0	欠|欠|qian4	欠	欠	qian4
認為|认为|ren4 wei2~1	0	覺得|觉得|jue2 de5	覺得	觉得	jue2 de5
語|语|yu4~1	0	告訴|告诉|gao4 su5	告訴	告诉	gao4 su5
說|说|shuo1~1	0	告訴|告诉|gao4 su5	告訴	告诉	gao4 su5
說法|说法|shuo1 fa5~2	0	想法|想法|xiang3 fa3	想法	想法	xiang3 fa3
調整|调整|tiao2 zheng3~1	0	改變|改变|gai3 bian4	改變	改变	gai3 bian4
調查|调查|diao4 cha2~1	0	檢查|检查|jian3 cha2	檢查	检查	jian3 cha2
請求|请求|qing3 qiu2~1	0	要求|要求|yao1 qiu2	要求	要求	yao1 qiu2
證實|证实|zheng4 shi2~1	0	證明|证明|zheng4 ming2	證明	证明	zheng4 ming2
證據|证据|zheng4 ju4~1	0	證明|证明|zheng4 ming2	證明	证明	zheng4 ming2
警|警|jing3~1	0	警察|警察|jing3 cha2	警察	警察	jing3 cha2
警告|警告|jing3 gao4~1	0	提醒|提醒|ti2 xing3	提醒	提醒	ti2 xing3
議員|议员|yi4 yuan2~1	0	議會|议会|yi4 hui4	議會	议会	yi4 hui4
議會|议会|yi4 hui4~1	0	國會|国会|Guo2 hui4	國會	国会	Guo2 hui4
護|护|hu4~1	0	保護|保护|bao3 hu4	保護	保护	bao3 hu4
變|变|bian4~1	0	變成|变成|bian4 cheng2	變成	变成	bian4 cheng2
變成|变成|bian4 cheng2~1	0	成為|成为|cheng2 wei2	成為	成为	cheng2 wei2
讓|让|rang4~3	0	被|被|bei4	被	被	bei4
谷|谷|gu3~1	0	山谷|山谷|shan1 gu3	山谷	山谷	shan1 gu3
買|买|mai3~1	0	賣|卖|mai4	賣	卖	mai4
資料|资料|zi1 liao4~1	0	材料|材料|cai2 liao4	材料	材料	cai2 liao4
賣|卖|mai4~1	0	買|买|mai3	買	买	mai3
贏得|赢得|ying2 de2~1	0	贏|赢|ying2	贏	赢	ying2
起|起|qi3~2	0	起來|起来|qi3 lai5	起來	起来	qi3 lai5
起|起|qi3~3	0	從|从|cong2	從	从	cong2
起|起|qi3~5	0	件|件|jian4	件	件	jian4
越|越|yue4~1	0	越來越|越来越|yue4 lai2 yue4	越來越	越来越	yue4 lai2 yue4
越來越|越来越|yue4 lai2 yue4~1	0	越|越|yue4	越	越	yue4
足|足|ju4~1	0	過分|过分|guo4 fen4	過分	过分	guo4 fen4
足|足|zu2~2	0	夠|够|gou4	夠	够	gou4
辦法|办法|ban4 fa3~1	0	方法|方法|fang1 fa3	方法	方法	fang1 fa3
近|近|jin4~1	0	附近|附近|fu4 jin4	附近	附近	fu4 jin4
逐漸|逐渐|zhu2 jian4~1	0	慢慢|慢慢|man4 man4	慢慢	慢慢	man4 man4
這|这|zhe4~1	0	那|那|na4	那	那	na4
這些|这些|zhe4 xie1~1	0	那些|那些|na4 xie1	那些	那些	na4 xie1
這個|这个|zhe4 ge5~1	0	那個|那个|na4 ge5	那個	那个	na4 ge5
這個|这个|zhe4 ge5~2	0	那個|那个|na4 ge5	那個	那个	na4 ge5
這樣|这样|zhe4 yang4~1	0	那樣|那样|na4 yang4	那樣	那样	na4 yang4
這種|这种|zhe4 zhong3~1	0	那種|那种|na4 zhong3	那種	那种	na4 zhong3
這裡|这里|zhe4 li3~1	0	這兒|这儿|zhe4 r5	這兒	这儿	zhe4 r5
通|通|tong4~1	0	頓|顿|dun4	頓	顿	dun4
通常|通常|tong1 chang2~1	0	經常|经常|jing1 chang2	經常	经常	jing1 chang2
週|周|zhou1~1	0	星期|星期|xing1 qi1	星期	星期	xing1 qi1
進入|进入|jin4 ru4~1	0	進|进|jin4	進	进	jin4
進步|进步|jin4 bu4~1	0	提高|提高|ti2 gao1	提高	提高	ti2 gao1
逼|逼|bi1~1	0	強迫|强迫|qiang3 po4	強迫	强迫	qiang3 po4
遇到|遇到|yu4 dao4~1	0	見面|见面|jian4 mian4	見面	见面	jian4 mian4
過|过|guo4~4	0	太|太|tai4	太	太	tai4
過|过|guo5~1	0	了|了|le5	了	了	le5
過去|过去|guo4 qu4~2	0	過來|过来|guo4 lai2	過來	过来	guo4 lai2
過去|过去|guo4 qu5~1	0	過來|过来|guo4 lai5	過來	过来	guo4 lai5
道|道|dao4~5	0	道家|道家|Dao4 jia1	道家	道家	Dao4 jia1
達到|达到|da2 dao4~1	0	到達|到达|dao4 da2	到達	到达	dao4 da2
適合|适合|shi4 he2~1	0	合適|合适|he2 shi4	合適	合适	he2 shi4
遭|遭|zao1~2	0	次|次|ci4	次	次	ci4
遭到|遭到|zao1 dao4~1	0	受到|受到|shou4 dao4	受到	受到	shou4 dao4
邀請|邀请|yao1 qing3~1	0	請|请|qing3	請	请	qing3
還|还|hai2~2	0	也|也|ye3	也	也	ye3
還|还|hai2~5	0	何況|何况|he2 kuang4	何況	何况	he2 kuang4
還是|还是|hai2 shi5~2	0	或者|或者|huo4 zhe3	或者	或者	huo4 zhe3
還有|还有|hai2 you3~2	0	而且|而且|er2 qie3	而且	而且	er2 qie3
邊|边|bian1~3	0	一邊|一边|yi1 bian1	一邊	一边	yi1 bian1
那|那|na4~1	0	這|这|zhe4	這	这	zhe4
那|那|na4~2	0	那麼|那么|na4 me5	那麼	那么	na4 me5
那|那|nuo2~3	0	哪|哪|na3	哪	哪	na3
