sense_uid	seq	trad	simp	pinyin	target_entry_id	resolved	ex_trad	ex_simp	ex_realized	ex_spans	ex_shows	ex_shows_simp
威|威|wei1~1	0	威力	威力	wei1 li4	威力|威力|wei1 li4	1	這種武器的威力非常大。	这种武器的威力非常大。	威力	[[5, 7]]		
威|威|wei1~1	1	權威	权威	quan2 wei1	權威|权威|quan2 wei1	1	他是這個領域的權威。	他是这个领域的权威。	權威	[[7, 9]]		
威|威|wei1~1	2	威信	威信	wei1 xin4	威信|威信|wei1 xin4	1	這位老師在學生中很有威信。	这位老师在学生中很有威信。	威信	[[10, 12]]		
嫁|嫁|jia4~3	0	嫁禍	嫁祸	jia4 huo4	嫁禍|嫁祸|jia4 huo4	1	他想把這件事嫁禍給同事。	他想把这件事嫁祸给同事。	嫁禍	[[6, 8]]		
嫁|嫁|jia4~3	1	轉嫁	转嫁	zhuan3 jia4	轉嫁|转嫁|zhuan3 jia4	1	工廠把成本轉嫁到買東西的人身上。	工厂把成本转嫁到买东西的人身上。	轉嫁	[[5, 7]]		
子|子|zi5~1	0	椅子	椅子	yi3 zi5	椅子|椅子|yi3 zi5	1	他搬了一張椅子過來。	他搬了一张椅子过来。	椅子	[[5, 7]]	加在名詞後	加在名词后
子|子|zi5~1	1	蓋子	盖子	gai4 zi5	蓋子|盖子|gai4 zi5	1	請把蓋子蓋好再放進去。	请把盖子盖好再放进去。	蓋子	[[2, 4]]	加在動詞後	加在动词后
子|子|zi5~1	2	亂子	乱子	luan4 zi5	亂子|乱子|luan4 zi5	1	他做事小心，從沒出過亂子。	他做事小心，从没出过乱子。	亂子	[[10, 12]]	加在形容詞後	加在形容词后
存|存|cun2~2	0	存在	存在	cun2 zai4	存在|存在|cun2 zai4	1	這種問題確實存在。	这种问题确实存在。	存在	[[6, 8]]		
存|存|cun2~2	1	生存	生存	sheng1 cun2	生存|生存|sheng1 cun2	1	這些動物在沙漠裡也能生存。	这些动物在沙漠里也能生存。	生存	[[10, 12]]		
季|季|ji4~1	0	季節	季节	ji4 jie2	季節|季节|ji4 jie2	1	春天是我最喜歡的季節。	春天是我最喜欢的季节。	季節	[[8, 10]]		
季|季|ji4~1	1	四季	四季	si4 ji4	四季|四季|si4 ji4	1	這個地方四季都很暖和。	这个地方四季都很暖和。	四季	[[4, 6]]		
季|季|ji4~1	2	春季	春季	chun1 ji4	春季|春季|chun1 ji4	1	春季雨水多，路上很滑。	春季雨水多，路上很滑。	春季	[[0, 2]]		
安|安|an1~1	0	安全	安全	an1 quan2	安全|安全|an1 quan2	1	過馬路要注意安全。	过马路要注意安全。	安全	[[6, 8]]		
安|安|an1~1	1	平安	平安	ping2 an1	平安|平安|ping2 an1	1	希望你一路平安。	希望你一路平安。	平安	[[5, 7]]		
安|安|an1~3	0	安心	安心	an1 xin1	安心|安心|an1 xin1	1	你安心養病，別想太多。	你安心养病，别想太多。	安心	[[1, 3]]		
安|安|an1~3	1	安定	安定	an1 ding4	安定|安定|an1 ding4	1	這幾年生活比較安定。	这几年生活比较安定。	安定	[[7, 9]]		
安|安|an1~4	0	安慰	安慰	an1 wei4	安慰|安慰|an1 wei4	1	大家都來安慰她。	大家都来安慰她。	安慰	[[4, 6]]		
安|安|an1~4	1	安撫	安抚	an1 fu3	安撫|安抚|an1 fu3	1	他輕聲安撫哭鬧的孩子。	他轻声安抚哭闹的孩子。	安撫	[[3, 5]]		
完|完|wan2~2	0	完整	完整	wan2 zheng3	完整|完整|wan2 zheng3	1	這批資料保存得很完整。	这批资料保存得很完整。	完整	[[8, 10]]		
完|完|wan2~2	1	完好	完好	wan2 hao3	完好|完好|wan2 hao3	1	那張老照片到現在還完好。	那张老照片到现在还完好。	完好	[[9, 11]]		
完|完|wan2~2	2	完全	完全	wan2 quan2	完全|完全|wan2 quan2	1	這份名單不完全，少了兩個人。	这份名单不完全，少了两个人。	完全	[[5, 7]]		
宗|宗|zong1~1	0	祖宗	祖宗	zu3 zong1	祖宗|祖宗|zu3 zong1	1	祖宗傳下來的規定不能改。	祖宗传下来的规定不能改。	祖宗	[[0, 2]]		
宗|宗|zong1~1	1	宗族	宗族	zong1 zu2	宗族|宗族|zong1 zu2	1	他們兩家屬於同一個宗族。	他们两家属于同一个宗族。	宗族	[[9, 11]]		
宗|宗|zong1~2	0	宗派	宗派	zong1 pai4	宗派|宗派|zong1 pai4	1	佛教在中國分成許多宗派。	佛教在中国分成许多宗派。	宗派	[[9, 11]]		
宗|宗|zong1~2	1	禪宗	禅宗	Chan2 zong1	禪宗|禅宗|Chan2 zong1	1	他對禪宗的思想很有興趣。	他对禅宗的思想很有兴趣。	禪宗	[[2, 4]]		
宗|宗|zong1~3	0	宗旨	宗旨	zong1 zhi3	宗旨|宗旨|zong1 zhi3	1	這家公司的宗旨是服務大家。	这家公司的宗旨是服务大家。	宗旨	[[5, 7]]		
宗|宗|zong1~4	0	宗師	宗师	zong1 shi1	宗師|宗师|zong1 shi1	1	他被看作武術界的一代宗師。	他被看作武术界的一代宗师。	宗師	[[10, 12]]		
官|官|guan1~2	0	官方	官方	guan1 fang1	官方|官方|guan1 fang1	1	官方的說法跟這個不同。	官方的说法跟这个不同。	官方	[[0, 2]]		
官|官|guan1~2	1	官辦	官办	guan1 ban4	官辦|官办|guan1 ban4	1	這家工廠是官辦的。	这家工厂是官办的。	官辦	[[5, 7]]		
官|官|guan1~3	0	器官	器官	qi4 guan1	器官|器官|qi4 guan1	1	人體的每個器官都有用處。	人体的每个器官都有用处。	器官	[[5, 7]]		
官|官|guan1~3	1	感官	感官	gan3 guan1	感官|感官|gan3 guan1	1	音樂帶來的是感官上的享受。	音乐带来的是感官上的享受。	感官	[[6, 8]]		
室|室|shi4~1	0	教室	教室	jiao4 shi4	教室|教室|jiao4 shi4	1	下課以後，教室裡只剩下我一個人。	下课以后，教室里只剩下我一个人。	教室	[[5, 7]]		
室|室|shi4~1	1	臥室	卧室	wo4 shi4	臥室|卧室|wo4 shi4	1	他的臥室朝南，早上很亮。	他的卧室朝南，早上很亮。	臥室	[[2, 4]]		
室|室|shi4~1	2	辦公室	办公室	ban4 gong1 shi4	辦公室|办公室|ban4 gong1 shi4	1	我們的辦公室在三樓。	我们的办公室在三楼。	辦公室	[[3, 6]]		
室|室|shi4~2	0	皇室	皇室	huang2 shi4	皇室|皇室|huang2 shi4	1	這座房子從前屬於皇室。	这座房子从前属于皇室。	皇室	[[8, 10]]		
室|室|shi4~2	1	王室	王室	wang2 shi4	王室|王室|wang2 shi4	1	那個國家的王室很受人民歡迎。	那个国家的王室很受人民欢迎。	王室	[[5, 7]]		
宮|宫|gong1~1	0	皇宮	皇宫	huang2 gong1	皇宮|皇宫|huang2 gong1	1	遊客可以進入皇宮參觀。	游客可以进入皇宫参观。	皇宮	[[6, 8]]		
宮|宫|gong1~1	1	宮殿	宫殿	gong1 dian4	宮殿|宫殿|gong1 dian4	1	古代的宮殿多用木頭建成。	古代的宫殿多用木头建成。	宮殿	[[3, 5]]		
宮|宫|gong1~1	2	宮廷	宫廷	gong1 ting2	宮廷|宫廷|gong1 ting2	1	這部電影講的是宮廷裡的故事。	这部电影讲的是宫廷里的故事。	宮廷	[[7, 9]]		
宮|宫|gong1~3	0	宮刑	宫刑	gong1 xing2	宮刑|宫刑|gong1 xing2	1	舊時犯了大罪的人會受宮刑。	旧时犯了大罪的人会受宫刑。	宮刑	[[10, 12]]		
密|密|mi4~2	0	秘密	秘密	mi4 mi4	秘密|秘密|mi4 mi4	1	這件事還是個秘密。	这件事还是个秘密。	秘密	[[6, 8]]		
密|密|mi4~2	1	密碼	密码	mi4 ma3	密碼|密码|mi4 ma3	1	我忘了電腦的密碼。	我忘了电脑的密码。	密碼	[[6, 8]]		
密|密|mi4~2	2	保密	保密	bao3 mi4	保密|保密|bao3 mi4	1	這個消息請你保密。	这个消息请你保密。	保密	[[6, 8]]		
密|密|mi4~3	0	親密	亲密	qin1 mi4	親密|亲密|qin1 mi4	1	他們兩個從小就很親密。	他们两个从小就很亲密。	親密	[[8, 10]]		
密|密|mi4~3	1	密切	密切	mi4 qie4	密切|密切|mi4 qie4	1	這兩件事關係密切。	这两件事关系密切。	密切	[[6, 8]]		
密|密|mi4~3	2	密友	密友	mi4 you3	密友|密友|mi4 you3	1	他是我多年的密友。	他是我多年的密友。	密友	[[6, 8]]		
富|富|fu4~2	0	豐富	丰富	feng1 fu4	豐富|丰富|feng1 fu4	1	這本書的內容很豐富。	这本书的内容很丰富。	豐富	[[7, 9]]		
富|富|fu4~2	1	富饒	富饶	fu4 rao2	富饒|富饶|fu4 rao2	1	這一帶的土地非常富饒。	这一带的土地非常富饶。	富饒	[[8, 10]]		
寶|宝|bao3~1	0	珠寶	珠宝	zhu1 bao3	珠寶|珠宝|zhu1 bao3	1	她把珠寶放在銀行裡。	她把珠宝放在银行里。	珠寶	[[2, 4]]		
寶|宝|bao3~1	1	國寶	国宝	guo2 bao3	國寶|国宝|guo2 bao3	1	大熊貓是中國的國寶。	大熊猫是中国的国宝。	國寶	[[7, 9]]		
寶|宝|bao3~1	2	寶物	宝物	bao3 wu4	寶物|宝物|bao3 wu4	1	博物館裡有不少寶物。	博物馆里有不少宝物。	寶物	[[7, 9]]		
寶|宝|bao3~2	0	寶石	宝石	bao3 shi2	寶石|宝石|bao3 shi2	1	這顆寶石的顏色很美。	这颗宝石的颜色很美。	寶石	[[2, 4]]		
寶|宝|bao3~2	1	寶劍	宝剑	bao3 jian4	寶劍|宝剑|bao3 jian4	1	他手裡拿著一把寶劍。	他手里拿着一把宝剑。	寶劍	[[7, 9]]		
射|射|she4~3	0	影射	影射	ying3 she4	影射|影射|ying3 she4	1	這篇小說影射了當時的社會。	这篇小说影射了当时的社会。	影射	[[4, 6]]		
將|将|jiang4~1	0	將領	将领	jiang4 ling3	將領|将领|jiang4 ling3	1	那位將領帶著軍隊走進城裡。	那位将领带着军队走进城里。	將領	[[2, 4]]		
將|将|jiang4~1	1	大將	大将	da4 jiang4	大將|大将|da4 jiang4	1	他年輕時就當上了大將。	他年轻时就当上了大将。	大將	[[8, 10]]		
將|将|jiang4~1	2	武將	武将	wu3 jiang4	武將|武将|wu3 jiang4	1	這個故事裡有不少有名的武將。	这个故事里有不少有名的武将。	武將	[[11, 13]]		
對|对|dui4~4	0	對面	对面	dui4 mian4	對面|对面|dui4 mian4	1	學校對面有一家書店。	学校对面有一家书店。	對面	[[2, 4]]		
對|对|dui4~4	1	對方	对方	dui4 fang1	對方|对方|dui4 fang1	1	說話的時候要看著對方的眼睛。	说话的时候要看着对方的眼睛。	對方	[[8, 10]]		
對|对|dui4~4	2	對手	对手	dui4 shou3	對手|对手|dui4 shou3	1	這次比賽的對手非常強。	这次比赛的对手非常强。	對手	[[5, 7]]		
對|对|dui4~9	0	應對	应对	ying4 dui4	應對|应对|ying4 dui4	1	他很會應對記者的問題。	他很会应对记者的问题。	應對	[[3, 5]]		
對|对|dui4~9	1	對答	对答	dui4 da2	對答|对答|dui4 da2	1	別人問什麼，他都對答得很清楚。	别人问什么，他都对答得很清楚。	對答	[[8, 10]]		
少|少|shao4~1	0	少年	少年	shao4 nian2	少年|少年|shao4 nian2	1	這本書寫的是一個少年的故事。	这本书写的是一个少年的故事。	少年	[[8, 10]]		
少|少|shao4~1	1	少女	少女	shao4 nu:3	少女|少女|shao4 nu:3	1	畫上是一位穿紅衣服的少女。	画上是一位穿红衣服的少女。	少女	[[10, 12]]		
少|少|shao4~1	2	年少	年少	nian2 shao4	年少|年少|nian2 shao4	1	他年少時就離開了家鄉。	他年少时就离开了家乡。	年少	[[1, 3]]		
尼|尼|ni2~1	0	尼姑	尼姑	ni2 gu1	尼姑|尼姑|ni2 gu1	1	她二十歲那年出家做了尼姑。	她二十岁那年出家做了尼姑。	尼姑	[[10, 12]]		
尼|尼|ni2~1	1	僧尼	僧尼	seng1 ni2	僧尼|僧尼|seng1 ni2	1	當地的僧尼都參加了這次活動。	当地的僧尼都参加了这次活动。	僧尼	[[3, 5]]		
尼|尼|ni2~2	0	尼龍	尼龙	ni2 long2	尼龍|尼龙|ni2 long2	1	這件衣服的材料是尼龍。	这件衣服的材料是尼龙。	尼龍	[[8, 10]]		
尼|尼|ni2~2	1	尼古丁	尼古丁	ni2 gu3 ding1	尼古丁|尼古丁|ni2 gu3 ding1	1	醫生說尼古丁對身體很不好。	医生说尼古丁对身体很不好。	尼古丁	[[3, 6]]		
尾|尾|wei3~1	0	尾巴	尾巴	wei3 ba5	尾巴|尾巴|wei3 ba5	1	那隻小狗高興得直搖尾巴。	那只小狗高兴得直摇尾巴。	尾巴	[[9, 11]]		
尾|尾|wei3~1	1	馬尾	马尾	ma3 wei3	馬尾|马尾|ma3 wei3	1	她把頭髮綁成馬尾。	她把头发绑成马尾。	馬尾	[[6, 8]]		
尾|尾|wei3~2	0	結尾	结尾	jie2 wei3	結尾|结尾|jie2 wei3	1	這篇文章的結尾寫得很好。	这篇文章的结尾写得很好。	結尾	[[5, 7]]		
尾|尾|wei3~2	1	末尾	末尾	mo4 wei3	末尾|末尾|mo4 wei3	1	他的名字排在名單末尾。	他的名字排在名单末尾。	末尾	[[8, 10]]		
局|局|ju2~1	0	郵局	邮局	you2 ju2	郵局|邮局|you2 ju2	1	我到郵局寄了一封信。	我到邮局寄了一封信。	郵局	[[2, 4]]		
局|局|ju2~1	1	警察局	警察局	jing3 cha2 ju2	警察局|警察局|jing3 cha2 ju2	1	他被帶到警察局問話。	他被带到警察局问话。	警察局	[[4, 7]]		
局|局|ju2~2	0	局面	局面	ju2 mian4	局面|局面|ju2 mian4	1	現在的局面很難控制。	现在的局面很难控制。	局面	[[3, 5]]		
局|局|ju2~2	1	局勢	局势	ju2 shi4	局勢|局势|ju2 shi4	1	那個地區的局勢十分緊張。	那个地区的局势十分紧张。	局勢	[[5, 7]]		
屆|届|jie4~2	0	屆時	届时	jie4 shi2	屆時|届时|jie4 shi2	1	屆時我們會通知每一位參加的人。	届时我们会通知每一位参加的人。	屆時	[[0, 2]]		
屆|届|jie4~2	1	屆滿	届满	jie4 man3	屆滿|届满|jie4 man3	1	他的任期到明年就屆滿了。	他的任期到明年就届满了。	屆滿	[[8, 10]]		
屋|屋|wu1~1	0	房屋	房屋	fang2 wu1	房屋|房屋|fang2 wu1	1	這一帶的房屋大多很舊。	这一带的房屋大多很旧。	房屋	[[4, 6]]		
屋|屋|wu1~1	1	屋頂	屋顶	wu1 ding3	屋頂|屋顶|wu1 ding3	1	雨水從屋頂流了下來。	雨水从屋顶流了下来。	屋頂	[[3, 5]]		
屋|屋|wu1~2	0	屋子	屋子	wu1 zi5	屋子|屋子|wu1 zi5	1	弟弟一個人住一間屋子。	弟弟一个人住一间屋子。	屋子	[[8, 10]]		
層|层|ceng2~1	0	雲層	云层	yun2 ceng2	雲層|云层|yun2 ceng2	1	飛機穿過雲層，天空一下子亮了。	飞机穿过云层，天空一下子亮了。	雲層	[[4, 6]]		
層|层|ceng2~1	1	表層	表层	biao3 ceng2	表層|表层|biao3 ceng2	1	地面的表層已經結冰了。	地面的表层已经结冰了。	表層	[[3, 5]]		
層|层|ceng2~1	2	底層	底层	di3 ceng2	底層|底层|di3 ceng2	1	箱子底層放的都是舊書。	箱子底层放的都是旧书。	底層	[[2, 4]]		
屬|属|shu3~3	0	家屬	家属	jia1 shu3	家屬|家属|jia1 shu3	1	醫生把情況告訴了病人的家屬。	医生把情况告诉了病人的家属。	家屬	[[11, 13]]		
屬|属|shu3~3	1	親屬	亲属	qin1 shu3	親屬|亲属|qin1 shu3	1	他在這個城市沒有親屬。	他在这个城市没有亲属。	親屬	[[8, 10]]		
屬|属|shu3~5	0	屬實	属实	shu3 shi2	屬實|属实|shu3 shi2	1	他的說法後來證明屬實。	他的说法后来证明属实。	屬實	[[8, 10]]		
屬|属|shu3~5	1	純屬	纯属	chun2 shu3	純屬|纯属|chun2 shu3	1	這件事純屬意外，沒有人受傷。	这件事纯属意外，没有人受伤。	純屬	[[3, 5]]		
工|工|gong1~1	0	工作	工作	gong1 zuo4	工作|工作|gong1 zuo4	1	他找到了一份新工作。	他找到了一份新工作。	工作	[[7, 9]]		
工|工|gong1~1	1	做工	做工	zuo4 gong1	做工|做工|zuo4 gong1	1	父親年輕時在城裡做工。	父亲年轻时在城里做工。	做工	[[8, 10]]		
工|工|gong1~1	2	開工	开工	kai1 gong1	開工|开工|kai1 gong1	1	這座橋下個月就要開工了。	这座桥下个月就要开工了。	開工	[[8, 10]]		
工|工|gong1~2	0	工人	工人	gong1 ren2	工人|工人|gong1 ren2	1	工廠裡有三百多名工人。	工厂里有三百多名工人。	工人	[[8, 10]]		
工|工|gong1~2	1	木工	木工	mu4 gong1	木工|木工|mu4 gong1	1	這張桌子是老木工做的。	这张桌子是老木工做的。	木工	[[6, 8]]		
工|工|gong1~3	0	工藝	工艺	gong1 yi4	工藝|工艺|gong1 yi4	1	這件作品的工藝很特別。	这件作品的工艺很特别。	工藝	[[5, 7]]		
工|工|gong1~3	1	手工	手工	shou3 gong1	手工|手工|shou3 gong1	1	媽媽用手工縫好了那件衣服。	妈妈用手工缝好了那件衣服。	手工	[[3, 5]]		
左|左|zuo3~3	0	相左	相左	xiang1 zuo3	相左|相左|xiang1 zuo3	1	兩人的意見相左，談了很久。	两人的意见相左，谈了很久。	相左	[[5, 7]]		
左|左|zuo3~4	0	旁門左道	旁门左道	pang2 men2 zuo3 dao4	旁門左道|旁门左道|pang2 men2 zuo3 dao4	1	有些人做生意愛走旁門左道。	有些人做生意爱走旁门左道。	旁門左道	[[8, 12]]		
差|差|cha1~1	0	差別	差别	cha1 bie2	差別|差别|cha1 bie2	1	我看不出這兩張照片有什麼差別。	我看不出这两张照片有什么差别。	差別	[[12, 14]]		
差|差|cha1~1	1	時差	时差	shi2 cha1	時差|时差|shi2 cha1	1	他還沒有適應這裡的時差。	他还没有适应这里的时差。	時差	[[9, 11]]		
差|差|cha1~1	2	溫差	温差	wen1 cha1	溫差|温差|wen1 cha1	1	這裡白天和夜裡的溫差很大。	这里白天和夜里的温差很大。	溫差	[[8, 10]]		
差|差|cha1~3	0	差強人意	差强人意	cha1 qiang2 ren2 yi4	差強人意|差强人意|cha1 qiang2 ren2 yi4	1	這部電影差強人意。	这部电影差强人意。	差強人意	[[4, 8]]		
差|差|chai1~1	0	出差	出差	chu1 chai1	出差|出差|chu1 chai1	1	他這個星期都在外面出差。	他这个星期都在外面出差。	出差	[[9, 11]]		
差|差|chai1~1	1	交差	交差	jiao1 chai1	交差|交差|jiao1 chai1	1	這件事辦完才好向上面交差。	这件事办完才好向上面交差。	交差	[[10, 12]]		
差|差|chai1~2	0	郵差	邮差	you2 chai1	郵差|邮差|you2 chai1	1	郵差每天早上來送報紙。	邮差每天早上来送报纸。	郵差	[[0, 2]]		
差|差|chai1~2	1	信差	信差	xin4 chai1	信差|信差|xin4 chai1	1	信差把消息帶回了城裡。	信差把消息带回了城里。	信差	[[0, 2]]		
已|已|yi3~2	0	不已	不已	bu4 yi3	不已|不已|bu4 yi3	1	大家對他的表演讚嘆不已。	大家对他的表演赞叹不已。	不已	[[9, 11]]		
已|已|yi3~2	1	死而後已	死而后已	si3 er2 hou4 yi3	死而後已|死而后已|si3 er2 hou4 yi3	1	他一生為國家做事，死而後已。	他一生为国家做事，死而后已。	死而後已	[[9, 13]]		
布|布|bu4~2	0	宣佈	宣布	xuan1 bu4	宣佈|宣布|xuan1 bu4	1	校長宣佈明天不上課。	校长宣布明天不上课。	宣佈	[[2, 4]]		
布|布|bu4~2	1	公佈	公布	gong1 bu4	公佈|公布|gong1 bu4	1	考試的結果下週公佈。	考试的结果下周公布。	公佈	[[7, 9]]		
布|布|bu4~3	0	分佈	分布	fen1 bu4	分佈|分布|fen1 bu4	1	這種鳥主要分佈在南方。	这种鸟主要分布在南方。	分佈	[[5, 7]]		
布|布|bu4~3	1	佈置	布置	bu4 zhi4	佈置|布置|bu4 zhi4	1	他們正在佈置會場。	他们正在布置会场。	佈置	[[4, 6]]		
希|希|xi1~1	0	希望	希望	xi1 wang4	希望|希望|xi1 wang4	1	他希望明年能到國外讀書。	他希望明年能到国外读书。	希望	[[1, 3]]		
希|希|xi1~1	1	希冀	希冀	xi1 ji4	希冀|希冀|xi1 ji4	1	大家都希冀戰爭早日結束。	大家都希冀战争早日结束。	希冀	[[3, 5]]		
希|希|xi1~2	0	希奇	希奇	xi1 qi2	希奇|希奇|xi1 qi2	1	這樣的事現在並不希奇。	这样的事现在并不希奇。	希奇	[[8, 10]]		
帕|帕|pa4~1	0	手帕	手帕	shou3 pa4	手帕|手帕|shou3 pa4	1	他從口袋裡拿出一條手帕。	他从口袋里拿出一条手帕。	手帕	[[9, 11]]		
帕|帕|pa4~1	1	帕子	帕子	pa4 zi5	帕子|帕子|pa4 zi5	1	她用帕子擦了擦臉上的汗。	她用帕子擦了擦脸上的汗。	帕子	[[2, 4]]		
帕|帕|pa4~2	0	千帕	千帕	qian1 pa4	千帕|千帕|qian1 pa4	1	這種輪胎的氣壓是兩百千帕。	这种轮胎的气压是两百千帕。	千帕	[[10, 12]]		
帕|帕|pa4~2	1	帕斯卡	帕斯卡	Pa4 si1 ka3	帕斯卡|帕斯卡|Pa4 si1 ka3	1	儀器上的壓力以帕斯卡為單位。	仪器上的压力以帕斯卡为单位。	帕斯卡	[[7, 10]]		
師|师|shi1~1	0	老師	老师	lao3 shi1	老師|老师|lao3 shi1	1	我們的英文老師很年輕。	我们的英文老师很年轻。	老師	[[5, 7]]		
師|师|shi1~1	1	教師	教师	jiao4 shi1	教師|教师|jiao4 shi1	1	這所學校有五十位教師。	这所学校有五十位教师。	教師	[[8, 10]]		
師|师|shi1~1	2	師生	师生	shi1 sheng1	師生|师生|shi1 sheng1	1	這個活動全校師生都參加。	这个活动全校师生都参加。	師生	[[6, 8]]		
師|师|shi1~2	0	醫師	医师	yi1 shi1	醫師|医师|yi1 shi1	1	醫師建議他多休息。	医师建议他多休息。	醫師	[[0, 2]]		
師|师|shi1~2	1	工程師	工程师	gong1 cheng2 shi1	工程師|工程师|gong1 cheng2 shi1	1	我哥哥是一位工程師。	我哥哥是一位工程师。	工程師	[[6, 9]]		
師|师|shi1~2	2	大師	大师	da4 shi1	大師|大师|da4 shi1	1	他跟一位大師學了三年畫。	他跟一位大师学了三年画。	大師	[[4, 6]]		
帶|带|dai4~11	0	皮帶	皮带	pi2 dai4	皮帶|皮带|pi2 dai4	1	這條皮帶太長，我要換一條。	这条皮带太长，我要换一条。	皮帶	[[2, 4]]		
帶|带|dai4~11	1	鞋帶	鞋带	xie2 dai4	鞋帶|鞋带|xie2 dai4	1	你的鞋帶開了，快繫好。	你的鞋带开了，快系好。	鞋帶	[[2, 4]]		
帶|带|dai4~11	2	領帶	领带	ling3 dai4	領帶|领带|ling3 dai4	1	他上班時總要打一條領帶。	他上班时总要打一条领带。	領帶	[[9, 11]]		
帶|带|dai4~12	0	熱帶	热带	re4 dai4	熱帶|热带|re4 dai4	1	這種水果只長在熱帶。	这种水果只长在热带。	熱帶	[[7, 9]]		
帶|带|dai4~12	1	地帶	地带	di4 dai4	地帶|地带|di4 dai4	1	山區地帶交通不太方便。	山区地带交通不太方便。	地帶	[[2, 4]]		
帶|带|dai4~12	2	一帶	一带	yi1 dai4	一帶|一带|yi1 dai4	1	我家住在湖邊一帶。	我家住在湖边一带。	一帶	[[6, 8]]		
常|常|chang2~2	0	平常	平常	ping2 chang2	平常|平常|ping2 chang2	1	他平常很少跟別人說話。	他平常很少跟别人说话。	平常	[[1, 3]]		
常|常|chang2~2	1	正常	正常	zheng4 chang2	正常|正常|zheng4 chang2	1	醫生說他的身體一切正常。	医生说他的身体一切正常。	正常	[[9, 11]]		
常|常|chang2~2	2	常年	常年	chang2 nian2	常年|常年|chang2 nian2	1	那座山上常年都有雪。	那座山上常年都有雪。	常年	[[4, 6]]		
幅|幅|fu2~1	0	幅度	幅度	fu2 du4	幅度|幅度|fu2 du4	1	這次調整的幅度比較大。	这次调整的幅度比较大。	幅度	[[5, 7]]		
幅|幅|fu2~1	1	大幅	大幅	da4 fu2	大幅|大幅|da4 fu2	1	公司今年大幅減少了開支。	公司今年大幅减少了开支。	大幅	[[4, 6]]		
幅|幅|fu2~1	2	篇幅	篇幅	pian1 fu5	篇幅|篇幅|pian1 fu5	1	報告的篇幅不能超過十頁。	报告的篇幅不能超过十页。	篇幅	[[3, 5]]		
幫|帮|bang1~3	0	幫派	帮派	bang1 pai4	幫派|帮派|bang1 pai4	1	警方正在調查這個幫派。	警方正在调查这个帮派。	幫派	[[8, 10]]		
幫|帮|bang1~3	1	黑幫	黑帮	hei1 bang1	黑幫|黑帮|hei1 bang1	1	那部電影講的是黑幫的故事。	那部电影讲的是黑帮的故事。	黑幫	[[7, 9]]		
幫|帮|bang1~4	0	鞋幫	鞋帮	xie2 bang1	鞋幫|鞋帮|xie2 bang1	1	這雙鞋的鞋幫已經破了。	这双鞋的鞋帮已经破了。	鞋幫	[[4, 6]]		
幫|帮|bang1~4	1	船幫	船帮	chuan2 bang1	船幫|船帮|chuan2 bang1	1	水打在船幫上，發出很大的聲音。	水打在船帮上，发出很大的声音。	船幫	[[3, 5]]		
干|干|gan1~1	0	相干	相干	xiang1 gan1	相干|相干|xiang1 gan1	1	這件事跟你一點也不相干。	这件事跟你一点也不相干。	相干	[[9, 11]]		
干|干|gan1~1	1	干涉	干涉	gan1 she4	干涉|干涉|gan1 she4	1	父母不應該干涉孩子的選擇。	父母不应该干涉孩子的选择。	干涉	[[5, 7]]		
干|干|gan1~1	2	干預	干预	gan1 yu4	干預|干预|gan1 yu4	1	他不希望有人干預自己的決定。	他不希望有人干预自己的决定。	干預	[[6, 8]]		
干|干|gan1~2	0	天干	天干	tian1 gan1	天干|天干|tian1 gan1	1	老師講過天干和地支的用法。	老师讲过天干和地支的用法。	天干	[[4, 6]]		
干|干|gan1~2	1	干支	干支	gan1 zhi1	干支|干支|gan1 zhi1	1	他懂得用干支來算日子。	他懂得用干支来算日子。	干支	[[4, 6]]		
干|干|gan1~3	0	干戈	干戈	gan1 ge1	干戈|干戈|gan1 ge1	1	他們為了小事大動干戈。	他们为了小事大动干戈。	干戈	[[8, 10]]		
年|年|nian2~3	0	年紀	年纪	nian2 ji4	年紀|年纪|nian2 ji4	1	他年紀大了，不想搬家。	他年纪大了，不想搬家。	年紀	[[1, 3]]		
年|年|nian2~3	1	年輕	年轻	nian2 qing1	年輕|年轻|nian2 qing1	1	她還很年輕，才二十多歲。	她还很年轻，才二十多岁。	年輕	[[3, 5]]		
年|年|nian2~3	2	年齡	年龄	nian2 ling2	年齡|年龄|nian2 ling2	1	這份工作對年齡有要求。	这份工作对年龄有要求。	年齡	[[5, 7]]		
幹|干|gan4~2	0	樹幹	树干	shu4 gan4	樹幹|树干|shu4 gan4	1	他靠在樹幹上休息。	他靠在树干上休息。	樹幹	[[3, 5]]		
幹|干|gan4~2	1	骨幹	骨干	gu3 gan4	骨幹|骨干|gu3 gan4	1	他是這個團隊的骨幹。	他是这个团队的骨干。	骨幹	[[7, 9]]		
幹|干|gan4~2	2	幹部	干部	gan4 bu4	幹部|干部|gan4 bu4	1	公司派了幾位幹部去學習。	公司派了几位干部去学习。	幹部	[[6, 8]]		
幹|干|gan4~3	0	能幹	能干	neng2 gan4	能幹|能干|neng2 gan4	1	這位年輕的老師非常能幹。	这位年轻的老师非常能干。	能幹	[[9, 11]]		
幹|干|gan4~3	1	幹練	干练	gan4 lian4	幹練|干练|gan4 lian4	1	她說話做事十分幹練。	她说话做事十分干练。	幹練	[[7, 9]]		
